@id,amenity,building,name,phone,website,wheelchair,building:levels,email,opening_hours:signed,roof:shape,smoking,toilets:wheelchair,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:facebook,contact:instagram,contact:phone,contact:twitter,contact:website,opening_hours,roof:colour,roof:levels,alt_name,building:colour,building:material,check_date,check_date:opening_hours,image,start_date,year_of_construction,contact:mobile,operator,previously,contact:email,contact:fax,drink:club-mate,leisure,live_music,operator:type,owner,wikidata,wikimedia_commons,layer,source,seamark:hulk:category,seamark:type,addr:housename,addr:place,building:part,contact:ra,culture,name:etymology:wikidata,name:etymology:wikipedia,open_air,wikipedia,addr:floor,bar,level,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,ref:vatin,toilets,nohousenumber,club,brewery,official_name,source_ref:url,old_contact:facebook,old_contact:ra,old_name:2015--2024-01-22,old_operator,old_wikidata,wifi,longitude,latitude,check_date:smoking,old_name,check_date:currency:XBT,currency:XBT,loc_name,name:en,opening_hours:description,outdoor_seating,payment:lightning,payment:lightning_contactless,payment:onchain,note,kinky,access,entrance,brothel:swingerclub,description,fax,min_age,mobile,facebook,instagram,lgbtq,short_name,internet_access,url,music_genre,name:ja,payment:free,cruising,lgbtq:cruising,lgbtq:men,opening_hours:office,unused:amenity,contact:whatsapp,alt_name_1,mapillary,air_conditioning,contact:qype,contact:yelp,identity,provides,fixme,name:es,delivery,takeaway,payment:cards,karaoke,disused:amenity,disused:name,charge:conditional,fee,nudism
node/5155961321,nightclub,,Der Weiße Hase,+49 174 1976833,,,,,,,,,,,,,10245,,,DerWeisseHaseBerlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4545322,52.5075831,,,,,,The White Rabbit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conejo Blanco,,,,,,,,,
node/5244438075,nightclub,,Internet Explorer,,,,,,,,,,,Berlin,,11,12057,Ziegrastraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4598687,52.4764177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5247942730,nightclub,,Kater Blau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4260899,52.5119933,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5838965221,nightclub,,Loophole,,,no,,,,,,,,Berlin,DE,60,12053,Boddinstraße,Neukölln,,loophole_brln,,,https://loophole.berlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4330336,52.4806929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/5873234785,nightclub,,Tabula Rasa,,,,,,,,outside,,,Berlin,DE,99,10245,Revaler Straße,Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,13.4556606,52.5074123,,Khwan,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,
node/5906879511,nightclub,,://about blank,,,no,,,,,yes,yes,,Berlin,DE,24c,10245,Markgrafendamm,Friedrichshain,https://www.facebook.com/about.party/events,https://www.instagram.com/about.blank.berlin,+49 30 69536290,,https://aboutblank.li,"""je nach Veranstaltung""",,,,,,2024-09-08,,,2010,,,about blank eG,,info@aboutblank.li;lost@aboutblank.li,,,,,,,Q23906461,,,,,,,,,https://ra.co/clubs/28354,,,,,de:About Blank,,,,yes,no,no,,,,,,,,,,,,,,,,13.466302,52.5024767,,,,,,,,,,,,,,,,,ATM inside,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,no,,,,,,
node/6032392904,nightclub,,KTV Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3099366,52.5063423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
node/6192377288,nightclub,,Ava Club,,,,,,,,,,,Berlin,DE,18,10245,Warschauer Platz,Friedrichshain,https://www.facebook.com/ElektroAva/,,,,http://www.club-ava-berlin.de/,,,,,,,2025-09-13,,,,,,,,info@club-ava-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4473091,52.5029373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6252070333,nightclub,,al2 eventlocation berlin,+49 30 88917960,https://al2-eventlocation.de,,,,,,,,,Berlin,,83,10719,Pfalzburger Straße,,,,,,,"""nach Vereinbarung""",,,,,,2024-07-27,,,,,,Alexander Schulzendorff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3230448,52.4989003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6341225967,nightclub,,Berghain,,,yes,,,,,yes,yes,"keine Stufen, alles mit Rampen und Fahrstühlen zu erreichen, lediglich die Rampen im Garten lassen sich nur mit guter Armfunktion bewältigen, WCs sind mit Haltegriffen ausgestattet, aber nicht vollständig behindertengerecht",Berlin,DE,,10243,Am Wriezener Bahnhof,Friedrichshain,https://www.facebook.com/BerghainPanoramaBarOfficial,https://www.instagram.com/berghain_panoramabar,+49 30 29351830,,https://www.berghain.de,,,,Berghain Panorama Bar,,,,,,,,,Berghain OstGut GmbH,,,,,,yes,,,Q136975,,,,,,,,,https://ra.co/clubs/5031,,,,,de:Berghain,,,,,,,,,,,yes,,,,,,,,,,,13.4430356,52.5111669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6381619922,nightclub,,Musikbrauerei,,,,,,,,,,,Berlin,,23A,10405,Greifswalder Straße,,https://www.facebook.com/Musikbrauerei,,,,,Mo-Su 10:00-20:15,,,,,,2024-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4286665,52.5306542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6381637814,nightclub,,Trauma Bar und Kino,,https://www.traumabarundkino.de/,,,,,,no,,,Berlin,,50,10557,Heidestraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3667562,52.5306327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6441603779,nightclub,,New West Club,,,limited,,,no,,,,,Berlin,DE,134,10625,Kantstraße,Charlottenburg,,,,,http://www.newwestclub.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3153141,52.5060456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6482231157,nightclub,,Cosmic Kaspar,,,,,,,,no,,,Berlin,DE,197-198,10119,Brunnenstraße,Mitte,,,+49 30 27590873,,https://www.cosmic-kaspar.de/,,,,,,,2025-07-02,,,,,,Mein Haus am See GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4006925,52.5299774,2025-07-02,,,,,,,,,,,,,,,,rentable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/6573680438,nightclub,,Ballhaus Spandau,,,,,,no,,,,,Berlin,DE,5,13597,Dorfstraße,Spandau,,,,,https://ballhaus-spandau.club/,,,,,,,,,,,,,,,,,,,,,,Q805252,Category:Ballhaus Spandau,,,,,,,,,,,,,de:Ballhaus Spandau,,,,,,,,,,,,,,,,,,,,,,13.2107129,52.5227525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/7230925407,nightclub,,Mokka Mitte Bar,+493084710709,https://www.mokkamitte.de/,,,,,,no,,,,,,,,,,,,,,Mo-Th 16:00-23:00; Fr 14:00-23:30; Sa 13:00-23:30; Su 12:30-22:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.398307,52.5222381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/8069721818,nightclub,,OST,+49 30 29369990,https://clubost.de/,,,,,,,,,Berlin,DE,1-2,10245,Alt-Stralau,Friedrichshain,https://www.facebook.com/club.ost/,https://www.instagram.com/club.ost/,,,,,,,Club OST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4650321,52.4970681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9216819283,nightclub,,Revier Südost,,,,,,,,,,,Berlin,DE,137,12439,Schnellerstraße,Niederschöneweide,,,,,https://reviersuedost.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5052662,52.4599968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9271890630,nightclub,,Entenkeller 2.0,+49 162 3692008,,,,,no,,,,,,,,,,,,,,,,,,,,,,,2023-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2809654,52.5893599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9272743117,nightclub,,Melancholie 2,,,,,,,,no,,,,,1,10179,Brückenstraße,,,,,,,Su 16:00-04:00; Fr-Sa 23:00-10:00,,,,,,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.416812,52.5111747,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9662447417,nightclub,,Velvet Monkey,,,,,,,,,,,,,53B,10365,Herzbergstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4976566,52.5248136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9683590917,nightclub,,Heideglühen,,,limited,,,,,,,,Berlin,DE,1,13353,Seestraße,Charlottenburg-Nord,,,,,,Sa 00:00-24:00; Su 00:00-06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3279584,52.5381993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9806828894,nightclub,,Pirates Club,,,limited,,,,,,,,Berlin,DE,78-80,10243,Mühlenstraße,Friedrichshain,,,+49 30 97002414,,https://piratesberlin.com/club/,,,,,,,,,,,,,Spreewies'n GmbH & Co. Beach Betriebsgesellschaft KG,,info@piratesberlin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4453492,52.5027268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9830787917,nightclub,,MONOM,,https://www.monomsound.com/,,,,,,outside,,,,,,,,,,,,,,,,,,,,2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4997366,52.4792421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/9895178218,nightclub,,spindler & klatt,,,,,,,,,,,Berlin,DE,16,10997,Köpenicker Straße,Kreuzberg,https://www.facebook.com/spindlerklattberlin,https://www.instagram.com/spindlerklatt/,,,https://spindlerklatt.com/,,,,,,,,,,,,,,,,,,,,,,Q116142643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4346441,52.5058678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/10621062970,nightclub,,Fitzroy,,https://fitzroy-berlin.de,,,club@fitzroy-berlin.de,,,,,,Berlin,,15—18,10179,Holzmarktstraße,,Fitzroy.Berlin,fitzroyclub,,,,,,,,,,,,https://i.imgur.com/zRbEgb0.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4228651,52.5130757,,,,,,,,,,,,,,,,,2nd address: S-Bahn Bogen 46,,,,,,,,,,,,,,,,,,,,371476558518986,,,,,,,,,,,,,,,,
node/10672763641,nightclub,,The Hub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2965109,52.4752767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11066768896,nightclub,,Falscher Fisch,,,,,,,,,,,Berlin,DE,1,12057,Ziegrastraße,,,,,,https://falscherfisch.net/,,,,,,,,,,,,,,,info@s27.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4594974,52.4775471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restaurant,Marin,,,
node/11435535669,nightclub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3540571,52.5509569,,,,,,Menagerie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/11472992147,nightclub,,Nachspiel - Afterhour @KitKat Club Berlin,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4173531,52.5115871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12137704154,nightclub,,Kreuzwerk,,https://kreuzwerk.berlin/,,,,,,no,,,Berlin,,30-35,10969,Lobeckstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.407825,52.5030057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12290743501,nightclub,,Sin City Tabledance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3045469,52.5057271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12301286133,nightclub,,Frivole Bar moechtegern,0152 58 521 471,https://moechtegern.com/,,,,,,,,,,,87,,Leibnitzstraße,,,,,,,Mo-Su 20:00-04:00,,,,,,,,,,,,Ingo Kaatz,,info@moechtegern.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3142158,52.5099265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no @ (female;couple),yes,yes
node/12372968542,nightclub,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3380226,52.5055769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/12942103605,nightclub,,Arena Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4529279,52.4971313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/13235448541,nightclub,,Brickhouse Berlin,,,,,,,,,,,,,,,,,,,,,https://brickhouse-berlin.com/,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.443135,52.5502159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
