name,street,housenumber,city,postcode,speciality,opening_hours,website,id,longitude,latitude,wheelchair,description,email,toilets_wheelchair,wheelchair_description,district_id,neighborhood_id,amenity
"Gemeinschaftspraxis, Dr. med. J. Klinkmüller/ Dr. med. St. Dix",Louis-Lewin-Straße,125,Berlin,12627,general,,https://www.praxisklinkmueller-dix-giersch.de/,4293494855,13.6188162,52.5405574,no,,,yes,,11010010,1005,group_practice
Georg Laszlo Kruppa,Skalitzer Straße,136,Berlin,10999,neurology,,,848507627,13.4184313,52.4995051,yes,,,,,11002002,202,practice
Gerhard Peters,Wilhelm-Wolff-Straße,29,Berlin,13156,psychiatry,Mo 09:00-13:00; Tu 13:00-18:00; Th 09:00-13:00; Fr 09:00-13:00,https://www.pinel-medizin.de/team-vor-ort/pankow/psychiater-psychotherapeuten/,2957918586,13.3936044,52.5801379,,,medzin.pankow@pinel.de,,,11003003,311,practice
Gert Austermann,Friedrich-Wilhelm-Platz,7,Berlin,12161,psychotherapy,"""Tel. Voranmeldung erbeten""",,8094802650,13.3274576,52.4717007,,,,,,11007007,702,practice
Gertrud Theobald,Sieglindestraße,6,Berlin,12159,internal;rheumatology,"Mo-Fr 08:00-12:00, Mo,Th 16:00-18:00",,7599664896,13.3292201,52.4763171,no,,,,,11007007,702,practice
Gesundheitszentrum,Am Borsigturm,,Berlin,13507,,,,2935287105,13.288331,52.583891,yes,,,,,11012012,1202,clinic
Gesundheitszentrum,General-Woyna-Straße,1,Berlin,13403,,"Mo,Tu,Th 08:00-14:00,15:00-18:00; We,Fr 08:00-14:00",,4448386321,13.3149552,52.5674668,,,,,,11012012,1201,clinic
Gesundheitszentrum,Unter den Linden,,Berlin,10117,,,,270158086,13.3951309,52.5173885,,,,,,11001001,101,clinic
"Gesundheitszentrum ""Am grünen Band""",Klausdorfer Straße,2,Berlin,12629,,,https://gesundheitszentrum-am-gruenen-band.de,160618100,13.594438,52.5451252,yes,,,,,11010010,1005,clinic
Gesundheitszentrum MACH160,Marienfelder Chaussee,160,Berlin,12349,,,https://mach160.berlin/,1075190102,13.4030619,52.4154102,,,,,,11008008,803,clinic
"Gesundheitszentrum Marzahn ""Ernst-Ludwig Heim""",Unter den Linden,,Berlin,10117,,,,52721587,13.3951309,52.5173885,,,,,,11001001,101,clinic
Gesundheitszentrum Prerower Platz,Prerower Platz,4,Berlin,13051,,,,27732969,13.507538,52.5650646,yes,,,yes,,11011011,1109,clinic
Gesundheitszentrum Radiologie,Lipschitzallee,20/22,Berlin,12351,radiology,,,4134264589,13.4699872,52.4294092,,Kernspintomogtaphie (MRT),,,,11008008,805,clinic
Gesundheitszentrum Springpfuhl,Allee der Kosmonauten,47,Berlin,12681,,"Mo,We-Fr 05:45-20:30; Tu 05:45-21:00; Sa 08:00-12:00",,5996326,13.5340629,52.5262617,yes,,,,Eingang für Rollstuhl Mahrzahner Chaussee,11010010,1001,clinic
Gesundheitszentrum am Potsdamer Platz,Eichhornstraße,2,Berlin,10785,,Mo-Th 09:00-19:00; Fr 09:00-14:00,https://www.gzpp.de/,12850413901,13.3739329,52.5061386,,,info@gzpp.de,,,11001001,104,clinic
Guido Koschel,Pestalozzistraße,10,Berlin,10625,general,,https://beautyfacharztpraxis.de,9509423046,13.3166637,52.5077789,no,,,,,11004004,401,practice
Gunda Reichardt,Senftenberger Ring,3a,Berlin,13439,general,"Mo-Fr 08:00-14:00,15:00-19:00; Sa 10:00-13:00",,11002539589,13.3557264,52.5976448,yes,,,,,11012012,1210,practice
Gustav Hannesen,Südendstraße,12,Berlin,12169,,"Mo 9:00-12:00,16:00-18:00, Tu 9:00-12:00, We 9:00-12:00, 16:00-19:00, Th 9:00-12:00, 16:00-18:00, Fr 9:00-12:00",,12927065696,13.3283256,52.4562434,no,,,,,11006006,601,practice
Gustav von Hirschheydt,Schürstraße,17,Berlin,13597,general,"Mo-Th 08:00-11:00,14:30-17:00; We off; Fr 06:30-11:00,14:30-17:00",http://www.hausarzthirschheydt.de,10696863149,13.2077507,52.5330448,,,,,,11005005,501,practice
Guthke & Schneider,Karl-Marx-Allee,106,Berlin,10243,ophthalmology,"Mo 14:00-17:30,09:00-12:30; Tu 09:00-12:30,14:00-15:30; We-Fr 08:00-11:30",,4320942589,13.4453038,52.5163874,no,,,,,11002002,201,group_practice
Gyn-Praxis Nova,Schönhauser Allee,81,Berlin,10439,gynaecology;abortion,"Mo-Th 8:30-14:00,Mo-Tu 15:00-18:30,Th 15:00-18:30; Fr 8:30-13:00; PH off",https://praxisnova-berlin.de/,12314490417,13.4143029,52.5501664,no,,info@praxisnova-berlin.de,,,11003003,301,practice
Gynäkologe,Schönerlinder Weg,,Berlin,13125,gynaecology,,,3300157794,13.4854599,52.6163173,,,,,,11003003,305,practice
Gynäkologie Schillerkiez,Herrfurthstraße,1,Berlin,12049,gynaecology,"Mo,We 08:30-13:30, Tu,Th 14:00-19:00, Fr 08:30-12:00 open ""Dr. Henschel"" || Mo,We 14:00-18:00, Tu,Th 09:00-13:00 open ""Dr. Fritz""",https://www.gyn-schillerkiez.de,7255328922,13.4255998,52.4776436,,Praxisgemeinschaft Dr. med. Kathrin Henschel und Dr. med. Anke Fritz,,,,11008008,801,practice
Gynäkologie Treptow,Sterndamm,9,Berlin,12487,gynaecology,"Mo,Tu 08:00-19:00; We 08:00-13:30; Th 11:00-18:00; Fr,Sa by_appointment; Su,PH off || ""Friday and Saturday by appointment""",https://www.sana.de/gesundheitszentren-berlin/standorte-fachbereiche/treptow,11283345010,13.509878,52.4527895,,,,,,11009009,904,practice
Gynäkologie und Geburtsmedizin,Badensche Straße,18,Berlin,10715,gynaecology,,,8245997145,13.3323717,52.4862101,,,,,,11004004,402,practice
Gynäkologische Arztpraxis Dr. Günterberg,Hönower Straße,,Berlin,12623,gynaecology,,http://dr-guenterberg.de/cms/,6407030742,13.6212142,52.5237311,,,,,,11010010,1004,practice
Gynäkologische Praxis Daniel Karohl,Schönhauser Allee,118,Berlin,10437,abortion;gynaecology,"Mo 08:00-13:00,15:00-19:00; Tu 08:00-13:00; We 08:00-13:00; Th 08:00-13:00,15:00-19:00",http://frauenarzt-karohl-hp.samedi.de/,11542751673,13.4125154,52.5492149,,,,,,11003003,301,practice
Gynäkologische Praxis Dr. Gülüstan Saribas,Karl-Marx-Straße,27,Berlin,12043,gynaecology;abortion,,,11542642290,13.428462,52.4847005,,,,,,11008008,801,practice
Gynäkologische Praxis Dr. Jutta Grieger,Weinbergsweg,27,Berlin,10119,gynaecology;abortion,Mo-We 09:00-14:00; Th 13:00-18:00,,11542644529,13.4015282,52.5303681,,,,,,11001001,101,practice
Gynäkologische Praxis Dr. Lale Farkic,Kantstraße,72,Berlin,10627,abortion;gynaecology,Mo 09:00-16:00; Tu 15:00-20:00; We 09:00-12:00; Th 09:00-15:00; Fr 09:00-13:00,,11542760524,13.299842,52.5069808,,,,,,11004004,401,practice
Gynäkologische Praxis Dr. Stefan Skonietzki,Andreasstraße,51,Berlin,10243,abortion;gynaecology,"Mo,Tu,Th 12:00-19:00; We,Fr 07:30-13:00",https://frauenarzt-skonietzki.de/,11542682819,13.432238,52.5165026,,,,,,11002002,201,practice
Gynäkologisches Versorgungszentrum Kreuzberg MVZ,Adalbertstraße,16,Berlin,10997,,"Mo,Tu,Th 08:00-17:00; We,Fr 08:00-15:00",,872541543,13.4198923,52.501761,,,,,,11002002,202,clinic
Gösta Prasse,Wilhelmstraße,15,Berlin,10963,internal,"Mo-Fr 09:00-13:30, Mo 15:30-18:00",,8215826723,13.3886261,52.5027011,,,,,,11002002,202,practice
Gühler,Bozener Straße,18,Berlin,10825,psychiatry,,,8257529767,13.3383484,52.4872219,,,,,,11007007,701,practice
Gülcan Kazak-Yildirim,Uhlandstraße,103,Berlin,10715,otolaryngology,,https://www.hno-praxis-wilmersdorf.de/,10678747751,13.322887,52.4859503,,,,,,11004004,402,practice
H. Stuckstedde,Groß-Ziethener Straße,2,Berlin,12309,general,,,4762111856,13.4077026,52.3935753,,,,,,11007007,706,practice
HELIOS Medical Center Berlin-Weißensee,Berliner Allee,105,Berlin,13088,urology;orthopaedics,"Mo,Th 08:00-12:30, Tu,Fr 08:00-13:00, We 08:00-15:00, Mo,Th 13:00-17:00, Tu 14:00-18:00",http://helios-gesundheit.de,5903202921,13.4591399,52.5503338,yes,,,,"Der Eingang ist ebenerdig. Die Klingel ist im Rollstuhl sitzend erreichbar. Die Tür muss dann selbstständig geöddnet werden - das kann alleine etwas schwierig sein. Innen befindet sich ein Fahrtuhl. Der Behandlungssitz ist höhenverstellbar, die Behandlung",11003003,302,clinic
HIT Hausärzte in Tegel,Berliner Straße,6,Berlin,13507,,,https://hausarztzentrum-tegel.de/,11734285956,13.2843348,52.5886156,,,,,,11012012,1202,clinic
HNO Friedenau,Lauterstraße,17-18,Berlin,12159,otolaryngology,"Mo,Tu 09:00-13:00,14:00-18:00; We 10:00-15:00; Th 09:00-13:00,14:00-17:00; Fr ""nach Vereinbarung""",https://www.hno-praxis-friedenau.de/,5938870948,13.3349803,52.4717302,,,,,,11007007,702,practice
HNO Kreuzberg-Mitte,Yorckstraße,89a,Berlin,10965,otolaryngology,"Mo, Fr 08:00-14:00; Tu, Th 12:00-18:00",https://hno-kreuzberg-mitte.de/,7926850814,13.3866443,52.4927945,,,,,,11002002,202,practice
HNO Neukölln,Erkstraße,1A,Berlin,12043,otolaryngology,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We,Fr 09:00-12:00",https://www.hno-neukoelln.de/,4775249777,13.435737,52.4808341,no,,,,,11008008,801,practice
HNO Praxis,Schloßstraße,28,Berlin,12163,otolaryngology,"Mo 09:30-12:00,13:30-17:00; Tu 09:30-12:00,14:30-18:00; We,Fr 09:30-12:00; Th 09:30-12:00,13:30-17:30",https://hno-arzt-mueller.de/praxis/steglitz/,9548281674,13.3224056,52.4591147,,,steglitz@hno-arzt-mueller.de,,,11006006,601,practice
HNO Praxis Dr. Bärbel Bremer,Spreestraße,2,Berlin,12439,otolaryngology,"Mo 09:00-13:00; Tu-Fr 09:00-12:00, Tu 14:00-18:00 open ""nach Vereinbarung"", Th 13:00-18:00",http://www.hno-praxis-bremer.de/,3957014457,13.5116762,52.4565781,limited,,,yes,"Zugang über Nebeneingang direkt zum Wartezimmer, vorab anrufen",11009009,905,practice
HNO Praxis Dr. Lulkiewicz,Frankfurter Allee,231A,Berlin,10365,otolaryngology,"Tu 08:00-12:30,14:00-15:00; We 11:00-12:30,14:00-18:00; Th 10:00-12:30,14:00-17:00; Fr 09:00-12:30",https://hno-praxis-lichtenberg.de/,6959977272,13.4960938,52.5126808,,,,,,11011011,1103,practice
HNO Praxis Lawand,Freiheit,1,Berlin,12555,otolaryngology,"Mo-We 08:00-15:00; Th 08:00-12:00, 14:00-18:00; Fr 08:00-13:00; PH off",https://praxis-freiheit1.de/hno-heilkunde-freiheit-1.html,12699378351,13.5758161,52.4472484,,,,,,11009009,910,practice
HNO Praxis Rayk Hennig,Prenzlauer Allee,204,Berlin,10405,otolaryngology,"Mo-Th 09:00-13:00,14:00-18:00; Fr 09:00-13:00",https://hno-prenzlauerberg.com,6350923618,13.4230444,52.5378736,,,info@hno-prenzlauerberg.com,,,11003003,301,practice
HNO Praxis Sonnenallee,Sonnenallee,87,Berlin,12045,otolaryngology,,https://hno-sonnenallee.de/,4775283259,13.4378372,52.483038,,,hnoberlin@yahoo.de,,,11008008,801,practice
HNO Praxis Susanne Holz,Zeltinger Platz,4-6,Berlin,13465,otolaryngology,"Mo 09:00-14:00, Tu 09:00-13:00,14:00-18:00, We 09:00-13:00, Th 10:00-18:00, Fr 09:00-13:30",http://www.hno-frohnau.de/,8508833126,13.2906146,52.6331188,no,,,,,11012012,1205,practice
HNO Praxis am Bundesplatz,Bundesplatz,1,Berlin,10715,plastic_surgery;otolaryngology,"Mo,Tu,Th 09:00-13:00,15:00-18:00; Fr 09:00-13:00",http://www.jivanjee.de/,7774237477,13.327858,52.4801836,,,,,,11004004,402,practice
HNO Praxis am Savignyplatz,Carmerstraße,7,Berlin,10623,otolaryngology,"Mo-We 09:00-13:00,15:00-19:00; Th 09:00-13:00,15:00-20:00; Fr 09:00-13:00,15:00-18:00; Sa 10:00-12:00",https://www.hno-savignyplatz.de,2245253678,13.3235233,52.5069836,no,,info@hno-savignyplatz.de,,,11004004,401,practice
HNO Praxis am Tegeler Hafen,Am Tegeler Hafen,,Berlin,13507,otolaryngology,,http://m.hnopraxis-berlin.de,4555674789,13.2809364,52.5906718,,,hnopraxistegel@freenet.de,,,11012012,1202,practice
HNO Privat-Praxis DR. MED Kai Müller,Zeltinger Straße,29,Berlin,13465,otolaryngology,"Mo 09:00-13:00,14:30-18:00; We 14:30-18:00; Th 14:30-18:00; Sa 10:00-12:00",https://hno-arzt-mueller.de/,9025349915,13.2948727,52.6375072,,,,,,11012012,1205,practice
HNO Zentrum Lichterfelde,Ferdinandstraße,34,Berlin,12209,otolaryngology,"Mo-Tu,Th 08:00-18:00; We,Fr 08:00-14:00",https://www.h-n-o.de,5614728070,13.3287609,52.4280827,yes,,hno-info@web.de,,,11006006,602,clinic
HNO Zentrum am Kudamm,Giesebrechtstraße,,Berlin,10629,otolaryngology,"Mo 09:00-13:00,15:00-18:00; Tu 09:00-13:00; We,Fr 09:00-13:00; Th 09:00-13:00,15:00-19:00",,7390302389,13.310485,52.5013651,,,,,,11004004,401,clinic
HNO in Rudow,Alt-Rudow,34,Berlin,12357,otolaryngology,"Mo-Th 09:00-12:00,14:00-18:00; Fr 09:00-13:00",http://www.hno-in-rudow.de/,4990230211,13.492696,52.4195313,,,,,,11008008,804,practice
HNO-Arzt Berlin - Bilda,Wendenschloßstraße,129,Berlin,12557,otolaryngology,"Mo 08:00-12:00, 16:00-19:00; Di 08:00-15:00; Mi 08:00-12:00; Do 11:00-18:00; Fr 08:00-12:00 || Mo ""Nachmittags Privatsprechstunde""; PH off",,12548857261,13.5819052,52.4402105,,,,,,11009009,910,practice
HNO-Arztpraxis Dr. med. Rafael Hardy,Turmstraße,33,Berlin,10551,otolaryngology,Mo 08:00-16:00; Tu 11:00-19:00; Th 10:00-17:00; Fr 08:00-13:00,https://hno-hardy.de,12558776395,13.3403231,52.5265811,,,,,,11001001,102,practice
HNO-Germeinschaftspraxis,Südwestkorso,60,Berlin,12161,otolaryngology,"Mo-Fr 09:00-12:00, Tu,Th 15:00-18:00, Mo 15:00-19:00, We 12:00-15:00",http://www.hno-friedenau.de/,8143925997,13.3203837,52.471829,,,,,,11007007,702,practice
HNO-Praxis,Hauptstraße,87,Berlin,12159,otolaryngology,"Mo,Tu,Th,Fr 09:00-13:00, Mo,Tu,Th 15:00-18:00",http://www.hno-loss.de/,7659236919,13.3394793,52.4746724,,,,,,11007007,701,practice
HNO-Praxis,Jungfernstieg,26A,Berlin,12207,otolaryngology,"Mo,Tu,Th 08:00-12:00,15:00-18:00; We 08:00-12:00; Fr 08:00-12:00",,4457055990,13.3262693,52.4296637,,,,,,11006006,602,practice
"HNO-Praxis Dr. T. von Helversen, Dr. B. Fragel",Alt-Moabit,88,Berlin,,otolaryngology;allergology;plastic_surgery,"Mo-Th 09:00-12:00,15:00-18:00; Fr 09:00-13:30",https://hno-dr-mathe.de/,13111840301,13.3434296,52.5251634,,,,,,11001001,102,group_practice
HNO-Praxis Dr. med. Irina Hofacker,Theodor-Francke-Straße,2,Berlin,12099,otolaryngology;orthobionomy,"Mo,Tu,Th,Fr 09:00-11:30; Mo 13:00-15:00; Tu 14:00-16:30; Th 15:00-17:30",,9741517441,13.3858695,52.4613535,,,,,,11007007,703,practice
HNO-Praxis Dr. med. Lukas Schnitzler & Kollegen,Schloßstraße,40,Berlin,12165,otolaryngology,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We,Fr 09:00-12:00",http://www.berlin-hno.de/,5056974017,13.319332,52.4566705,,,info@berliner-hno.de,,,11006006,601,group_practice
HNO-Praxis Katrin Ratmann,Bahnhofstraße,55,Berlin,12305,otolaryngology,"Mo,We 09:00-12:30,13:00-17:00; Tu,Th 09:00-14:00; Fr off",http://www.hno-ratmann.de,7062864950,13.4053429,52.3865167,,,,,,11007007,706,practice
HNO-Praxis Reinickendorf,Ollenhauerstraße,3-5,Berlin,13403,otolaryngology,"Mo-Fr 08:00-13:00, Sa 09:00-13:00, Mo-Th 14:00-18:00",,10148163977,13.3287849,52.5643393,yes,,,,,11012012,1201,practice
HNO-Praxis Tobias Baumert,Eisenacher Straße,64,Berlin,10823,otolaryngology,"Mo,Tu,Th 09:00-12:00, Tu 15:00-18:00, We 11:00-14:00,15:00-19:00, Fr 08:00-12:00",https://www.hno-baumert.de/,8691573559,13.3524553,52.4853088,no,,,,,11007007,701,practice
Hacer Sakinc,Mehringplatz,11,Berlin,,ophthalmology,"Mo-Fr 09:00-13:00; Mo, Tu, Th 15:00-18:00",,10120452193,13.3920592,52.4998493,,,,,,11002002,202,practice
Hagedorn & Deter Neurologisch-psychiatrische Praxis,Große Hamburger Straße,5-11,Berlin,10115,neurology;psychiatry,,https://www.nervenarzt-berlin-mitte.de,12744086201,13.398382,52.5258067,,,info@nervenarzt-berlin-mitte.de,,,11001001,101,group_practice
Halime Kama-Cetinkaya,Peschkestraße,5,Berlin,12161,gynaecology,"Mo,We 08:30-14:30; Tu,Th 09:00-18:00; Fr off",http://www.frauenaerztin-kama.de/,4060089945,13.3305102,52.4651829,no,,info@frauenaerztin-kama.de,,,11006006,601,practice
Halina Bruzynski,Buhrowstraße,,Berlin,12169,general,"Mo-Fr 09:00-12:00; Mo, Tu, Th 16:00-18:00",,8744121008,13.3533448,52.4487644,,,,,,11006006,601,practice
"Hals-, Nasen-, Ohrenheilkunde",Mittelallee,,Berlin,13353,otolaryngology,,,3772788958,13.3456098,52.5416884,,,,,,11001001,105,clinic
Harald Genieser,Martin-Luther-Straße,58,Berlin,10779,psychiatry,,http://www.praxis-genieser.de/,11771845206,13.3447979,52.4912084,,,,,,11007007,701,practice
Hartmann,Brandenburgische Straße,16,Berlin,10707,orthopaedics,,,7682716985,13.3099147,52.4941126,,,,,,11004004,402,practice
Hartmann,Kuglerstraße,,Berlin,10439,orthopaedics,,,13002069682,13.4150606,52.5528615,,,,,,11003003,301,practice
"Hausarzt Dr. med Beata Bylinski, Marek Bylinski",Ritterlandweg,,Berlin,13409,internal;general,"Mo 09:00-12:00, 15:00-18:00; Tu, Th 09:00-16:00; We 09:00-12:00; Fr 09:00-11:00",,4918199243,13.372045,52.5608192,,,,,,11012012,1201,practice
Hausarzt Innsbrucker Platz,Innsbrucker Straße,35,Berlin,10825,general,"Mo,Tu,Th 08:00-12:30,15:00-18:00; We,Fr 08:00-12:30",https://www.hausarzt-innsbrucker.de/,8245997159,13.3434202,52.4802846,,,,,,11007007,701,practice
Hausarztpraxis,Bundesplatz,2,Berlin,10715,general;internal,"Mo 08:00-12:00,16:00-18:00; Tu,Th 10:30-17:00; Fr 08:00-12:00",,7774237480,13.3277264,52.4800823,,,,,,11004004,402,practice
Hausarztpraxis,Friedrichstraße,4,Berlin,10969,internal,"Mo,Tu,Th 09:00-18:00; We 09:00-13:00; Fr 09:00-12:00; PH off",https://hausarzt-internist-berlin.de/,10131909168,13.3917318,52.5005462,yes,,info@hausarzt-internist-berlin.de,,,11002002,202,practice
Hausarztpraxis,Konstanzer Straße,,Berlin,10707,general,,,9505688603,13.3110176,52.4964973,,,,,,11004004,402,practice
Hausarztpraxis,Taldorfer Weg,12,Berlin,13437,general,"Mo-Fr 09:00-13:00; Sa,Su,PH off; ""Sprechstunde teilweise auch Nachmittags""",,5754169431,13.331228,52.588185,,,,,,11012012,1209,practice
"Hausarztpraxis Ajeh Bromand, Celia Sancho Loras",Karl-Marx-Straße,148,Berlin,12043,general,"Mo,Tu,Th,Fr 09:00-13:00,Mo,Th 15:00-18:00; We 09:00-14:00",,10211756180,13.4390268,52.476348,,,,,,11008008,801,practice
Hausarztpraxis Avi Am Friedrichshain,Greifswalder Straße,207,Berlin,,general,,https://www.avimedical.com/praxis/berlin-am-friedrichshain,13048862461,13.4281184,52.532927,,,,,,11003003,301,practice
Hausarztpraxis Bayerisches Viertel,Bozener Straße,17,Berlin,10825,general,,http://hausarzt-schöneberg.de,8930957955,13.3384081,52.4869778,,,,,,11007007,701,practice
Hausarztpraxis Berlin,Grunewaldstraße,,Berlin,12165,general;cardiology;internal;pulmonology;traditional_chinese_medicine;acupuncture,"Mo-Th 09:00-13:00,15:00-18:00; Fr 09:00-16:00; PH off",https://www.hausarztpraxis-mvz-steglitz.de/,5056974020,13.3193343,52.4567206,,,info@herzpraxisberlin.de,,,11006006,601,practice
Hausarztpraxis Bernhardt,Schmargendorfer Straße,16,Berlin,12159,general,Mo 11:00-16:00; We-Fr 09:00-12:00,https://praxis-bernhardt.com,8222836709,13.3303327,52.471659,,,praxis@dr-bernhardt.com,,,11007007,702,practice
Hausarztpraxis Birgit Bläse,Potsdamer Straße,86,Berlin,10785,general,,https://www.hausarztpraxis-blaese.de/,10137901019,13.3655475,52.5032883,,,,,,11001001,104,practice
Hausarztpraxis Britzer Damm,Britzer Damm,63,Berlin,12347,general,"Mo,Tu,Th 08:00-12:00, Mo,Tu 15:00-18:00, We 07:30-12:00, Th 14:00-17:00, Fr 07:00-12:00",https://www.hausarztpraxis-britzer-damm.de,7244768269,13.4376068,52.4567709,yes,,,,,11008008,802,practice
Hausarztpraxis Christine Müller,Danziger Straße,141,Berlin,10407,general,,,7025879205,13.4363306,52.5349902,,,,,,11003003,301,practice
Hausarztpraxis Dr. Fleck,Kaulsdorfer Straße,245,Berlin,,nephrology;general;internal,"Mo,We,Th 11:00-13:00 open ""offene Sprechst."",Tu 16:00-18:30 open ""offene Sprechst."",Fr 10:00-12:00 open ""offene Sprechst."",Mo,We,Th 08:00-11:00 open ""mit Termin"",Tu 13:00-16:00 open ""mit Termin"",Fr 07:30-10:00 open ""mit Termin""||""n. Vereinbarung"";PH off",https://www.hausarztpraxis-dr-fleck.de,5214057822,13.5763585,52.4635718,,,info@Hausarztpraxis-Dr-Fleck.de,,,11009009,910,practice
Hausarztpraxis Dr. Neumann und Bothe,Drakestraße,24,Berlin,12205,general,"Mo 08:00-14:00; Tu 14:00-18:00; We 10:00-12:00; Th 08:00-12:00,14:00-17:00; Fr 08:00-12:00",https://www.praxis-lichterfelde.de/,10719976285,13.3002777,52.4400222,,,,,,11006006,602,practice
Hausarztpraxis Dr. med Regine Päckert,Wassermannstraße,90,Berlin,12489,general,"Mo,Th 13:00-18:00; Tu-We 08:00-13:00; Fr 08:00-12:00 || Mo,Th 15:30-16:00; Tu-We 11:00-11:30; Fr 10:30-11:00 ""Infektsprechstunden""",http://www.hausarztpraxis-paeckert.de/,7168647285,13.5536739,52.4380458,no,,,,,11009009,907,practice
Hausarztpraxis Dr. med. Safwan Karout,Alt-Müggelheim,8,Berlin,12559,general,"Mo 08:00-14:00, Tu 08:00-13:00,14:00-18:00, We 08:00-14:00, Th 13:00-18:00, Fr 08:00-12:00, PH off, Sa-Su off",,4396132791,13.6631577,52.4111645,,,,,,11009009,914,practice
Hausarztpraxis Falbe,Müllerstraße,51,Berlin,13349,general,,https://hausarztpraxis-falbe.de/,7097494206,13.3485338,52.5526942,,,,,,11001001,105,practice
Hausarztpraxis Felix Anders,Bartningallee,29,Berlin,10557,general;internal,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We,Fr 09:00-12:00",https://hausarztanders.de/,12716310390,13.3476512,52.5211595,,,,,,11001001,103,practice
Hausarztpraxis Flotowstraße Lutz (Elias) Habenicht,Flotowstraße,6,Berlin,10555,general,"Mo-Tu 09:00-13:00, Th-Fr 09:00-13:00, Mo-Tu 15:30-18:00, Th 15:30-18:00; We off; Sa-Su off",https://www.hausarztpraxis-flotowstrasse.de/,10134790944,13.3369028,52.5174431,,,,,,11001001,103,practice
Hausarztpraxis Goldmann,Brunnenstraße,63,Berlin,13355,general,,https://www.hausarztpraxis-goldmann.de/,11987187420,13.3949942,52.5401941,,,,,,11001001,106,practice
Hausarztpraxis Hardenbergstraße,Hardenbergstraße,7,Berlin,10623,general,,http://www.hausarztpraxis-hardenbergstrasse.de,5717232833,13.3237857,52.5102279,yes,,,,,11004004,401,practice
Hausarztpraxis Jan Riedel,Wendenschloßstraße,,Berlin,12557,general,"Mo,Th,Fr 07:30-12:00; Tu 07:30-12:30; We 07:30-12:30, Tu 14:00-18:30 open ""nach Vereinbarung"", Th 14:00-18:00 open ""nach Vereinbarung""; PH off",https://www.arztpraxisriedel.de/,12708075961,13.5847169,52.4279962,,,,,,11009009,910,practice
Hausarztpraxis Katrin Elbe,Deutsche Straße,,Berlin,13407,general,,,9461898761,13.361267,52.5685997,,,,,,11012012,1201,practice
Hausarztpraxis Kirsten Wojahn,Kantstraße,152,Berlin,10623,general,,https://www.hausarztpraxis-kirstenwojahn.de/,5774001551,13.3265501,52.5053375,,,,,,11004004,401,practice
Hausarztpraxis Kreuzberg,Lausitzer Straße,41–44,Berlin,10999,general,"Mo-Th 08:30-18:00; We,Fr 08:30-13:30",https://hausarztpraxis-kreuzberg.de/,12320267394,13.428998,52.4972378,,,info@hausarztpraxis-kreuzberg.de,,,11002002,202,practice
Hausarztpraxis Lichtenberg Boehmer/Steinbeis/Dicke/Frize,Möllendorffstraße,45,Berlin,10367,general,"Mo-Tu, Th 09:00-12:00, 14:30-18:00; We, Fr 09:00-12:00",https://www.hausarztpraxis-lichtenberg.de/,11422395869,13.4800041,52.5239738,,,anmeldung@hausarztpraxis-lichtenberg.de,,,11011011,1111,group_practice
Hausarztpraxis Mehlhorn Hinkelmann,Alt-Moabit,83c,Berlin,10555,general,"Mo,Tu,Th,Fr 08:00-12:00,15:30-18:00, We 10:00-12:00, Fr 08:00-12:00",https://www.praxis-mehlhorn-hinkelmann.de/praxis/,6660210258,13.3389966,52.525396,no,,,,,11001001,102,practice
Hausarztpraxis Moabit,Oldenburger Straße,37,Berlin,10551,general,"Mo 09:00-12:00,16:00-19:00 open ""Sprechstunde; Annahmezeit ab/bis 30 Minuten vor Anfang/Ende"" || Tu-Fr 09:00-12:00 || Th 15:30-16:00 open ""Akutsprechstunde"" || Th 16:00-19:00 open ""Terminsprechstunde""",https://www.hausarztpraxis-moabit.de/,8004073185,13.3359035,52.5301388,,,,,,11001001,102,practice
"Hausarztpraxis Mühlenkiez, Dr. med. Heidrun Aulich / Dr. med Danny Polzin",Greifswalder Straße,87,Berlin,10409,general,"Mo,Fr 08:00-12:00, Tu,Th 08:00-18:00, We 08:00-13:00, Mo 15:00-18:00",,7249782643,13.4410942,52.5420017,,,,,,11003003,301,group_practice
Hausarztpraxis Osterberg,Johannisthaler Chaussee,,Berlin,12349,general,"Mo-Fr 09:00-13:00, Mo,Tu,Th 15:00-18:00",http://www.praxis-osterberg.de/,2864467601,13.4367135,52.4239174,no,,,,,11008008,803,practice
Hausarztpraxis Raabe-Stefanovski,Markgrafenstr.,19,Berlin,10969,general,,,12812019804,13.3946941,52.5067536,,,,,,11002002,202,practice
Hausarztpraxis Schöneweide,Mathildenstraße,1,Berlin,12459,internal;general,"Mo,Tu,Th 08:00-09:00,Mo,Tu,Th 09:00-13:00 open ""nur mit Termin"", Mo 15:00-16:00,Mo 16:00-18:00 open ""nur mit Termin""; We 14:00-15:00,We 15:00-18:00 open ""nur mit Termin""; Fr 09:00-10:00,Fr 10:00-12:00 open ""nur mit Termin""; PH off",https://www.praxis-schoeneweide.de/,8191334961,13.5257389,52.4591536,no,,,,,11009009,909,practice
Hausarztpraxis Siemensstadt,Quellweg,9,Berlin,13629,general,,,2425353970,13.2676267,52.5355457,,,,,,11005005,503,practice
