city,housenumber,postcode,street,amenity,speciality,name,opening_hours,website,id,longitude,latitude,country,suburb,wheelchair,description,email,toilets_wheelchair,wheelchair_description
Berlin,,10961,Mehringdamm,doctors,neurology,"Dr. med. Rurik van Heys, Dr. med. Katrin R. Bachus-Banaschak",Mo-Fr 09:00-12:00; Mo-Th 15:00-18:00,https://neuroberlin.de,7806883057,13.3877601,52.4921559,,Kreuzberg,,,,,
,89,10585,Otto-Suhr-Allee,doctors,general,HausarztpraxisOtto-Suhr-Allee,"Mo-Tu 09:00-12:00, 15:00-18:00; Th 09:00-12:00, 15:00-19:00; Fr 09:00-12:00",https://www.althaus-berlin.de/,7811806385,13.3090175,52.5163454,,,,,praxis@althaus-berlin.de,,
Berlin,13,14197,Spessartstraße,doctors,internal;rheumatology,Spessart 13 Gemeinschaftsoraxis,"Mo-Fr 09:00-13:00, Mo,Tu,Th 14:00-18:00",,7814038846,13.314737,52.4747773,DE,Wilmersdorf,,,,,
Berlin,13,14197,Spessartstraße,doctors,allergology;dermatovenereology,Dr. Puzich/Dr. Mühlendyck,Mo 09:00-15:00; Tu 11:00-17:00; We 09:00-15:00; Th 13:00-19:00; Fr 08:00-14:00,https://hautarztpraxis-ruedesheimerplatz.de/,7814038848,13.3147299,52.4747023,DE,Wilmersdorf,,,,,
Berlin,10a,14197,Aßmannshauser Straße,doctors,orthopaedics;physiatry,Dr. med. Jürgen Bentzin;Meike Joepgen-Riecke,"Mo-We,Fr 08:00-12:00, Mo,Tu 14:00-18:00, Th 09:00-12:00,15:00-19:00",https://www.sportmedizin-ruedesheimer-platz.de/,7814038849,13.3139363,52.475115,DE,Wilmersdorf,limited,,,,
Berlin,10a,14197,Aßmannshauser Straße,doctors,general,Prof. Dr. med. Friedrich Molsberger,"""Sprechzeiten nach Vereinbarung""",https://www.akupunktur-in-berlin.de/,7814038850,13.3138297,52.4750948,DE,Wilmersdorf,limited,,,,
Berlin,48B,10715,Bundesallee,doctors,internal;palliative,Martina de la Chevallerie,"Mo,Tu,Th 08:00-12:00, We 08:00-10:00, Fr 08:00-13:00, Mo 16:00-18:00, Th 16:00-18:30",https://www.chevallerie-praxis.de/,7821177805,13.3304982,52.4845653,DE,,,,,,
Berlin,48B,10715,Bundesallee,doctors,orthopaedics,Dr. med. Hans-Detlef Dewitz,"Mo-Fr 08:00-12:00, Mo,Th 15:00-18:00",https://www.orthopaediewilmersdorf.de/,7821177806,13.330578,52.4845611,DE,,,,,,
Berlin,53,10715,Bundesallee,doctors,gynaecology,Dr. med. Anja Streicher,"Mo 08:00-13:00; Tu,We 08:00-13:00; Th 11:00-13:00,14:00-18:00",,7821177809,13.3293785,52.4821581,DE,Wilmersdorf,,,,,
Berlin,15,10115,Schwartzkopffstraße,doctors,occupational,A-Arbeitsmedizin,,https://a-arbeitsmedizin.de/,7823742547,13.3799485,52.5349997,,,,,info@a-arbeitsmedizin.de,,
Berlin,20,10713,Mecklenburgische Straße,doctors,rheumatology;internal;general;emergency;endocrinology,Schwerpunktpraxis Diabetes & Rheuma Wilmersdorf,,https://www.dir-praxis.de/,7827657726,13.3131157,52.480875,DE,Wilmersdorf,,,,,
Berlin,5,10115,Gartenstraße,clinic,,ZAR Berlin,,https://www.zar-berlin.de/,7831880615,13.3930716,52.5292555,DE,Mitte,,,,,
Berlin,16,14197,Homburger Straße,doctors,urology,AL Urologie am Rüdesheimer Platz,"Mo 09:00-13:00,15:00-19:00; Tu 09:00-13:00; We 09:00-13:00; Th 15:00-19:00; Fr 09:00-13:00",https://www.al-urologie.de/,7844240263,13.314986,52.4743656,DE,Wilmersdorf,,,,,
Berlin,11a,14197,Aßmannshauser Straße,doctors,paediatrics,Dr. med. Martin Karsten;Dr. med. Evelyn Rugo;Dr. med Matthias Wagner,Mo-Fr 08:00-19:00,https://www.kinderarzt-wilmersdorf.de/,7844240265,13.3138789,52.4748648,DE,Wilmersdorf,,,,,
Berlin,11a,14197,Aßmannshauser Straße,doctors,general,Hausärzte am Rüdesheimer Platz,"Mo-Fr 08:00-13:00,15:00-18:30",https://hausaerzte-rhp.de/,7844240267,13.313921,52.4748328,DE,Wilmersdorf,,,,,
Berlin,25,14193,Salzbrunner Straße,doctors,psychiatry;psychotherapy,Nina Turtschak-Liwschitz,,,7844479112,13.2935714,52.4881336,DE,Schmargendorf,,,,,
Berlin,4,10711,Storkwinkel,doctors,,PD Dr. med. W. E. Platz,,,7844479113,13.2873191,52.4953293,DE,Halensee,,,,,
Berlin,56,12159,Rheinstraße,doctors,internal,Paul Morgan,"""Ab sofort: Praxisbesuch nur nach telefonischer Vereinbarung. 030/859 63 981 08:00-12:00 Uhr""",https://drpaulmorgan.de/,7859148825,13.3335663,52.4694756,DE,Friedenau,,,,,
Berlin,56,12159,Rheinstraße,doctors,psychotherapy,"Dr. Ewa Noutsias, Ehet Yenice",Mo-Fr 08:30-13:30,https://praxis-noutsias.de/,7859148827,13.333604,52.4695143,DE,Friedenau,,,,,
Berlin,78b,10405,Danziger Straße,doctors,infectious_diseases;general,Tobias Glaunsinger,"Mo 09:00-14:00; Tu,Th 14:00-19:00; We 10:00-14:00; Fr 09:00-14:00",https://praxis-prenzlauer-berg.de,7867631182,13.4249064,52.5386675,,Prenzlauer Berg,yes,,,,
Berlin,51,10405,Winsstraße,doctors,urology,Dr. med. Katharina König - Privatpraxis für Urologie,,,7867810053,13.4261191,52.5349776,,Prenzlauer Berg,,,,,
Berlin,30,10405,Winsstraße,doctors,general,Martina Schreen,"Mo-We 08:00-13:00, Mo 15:00-18:00, Th 13:00-18:00, Fr 08:00-12:00",http://www.arztpraxis-prenzlauer-berg.de,7871627257,13.4273371,52.5358031,,Prenzlauer Berg,no,,,,
Berlin,144,12051,Hermannstraße,doctors,otolaryngology,Babak Mayelzadeh,Mo-Th 08:30-15:30; Fr 08:30-14:00,https://www.hno-arzt-neukölln.de/,7902490964,13.4337255,52.4638656,,,no,,dr-mayelzadeh@mail.de,,
Berlin,89a,10965,Yorckstraße,doctors,otolaryngology,HNO Kreuzberg-Mitte,"Mo, Fr 08:00-14:00; Tu, Th 12:00-18:00",https://hno-kreuzberg-mitte.de/,7926850814,13.3866443,52.4927945,DE,Kreuzberg,,,,,
Berlin,14,10407,Hans-Otto-Straße,doctors,ophthalmology,Augenarztpraxis Maria Horn,"Mo,Fr 07:30-13:00; Tu,Th 11:00-18:00",,7936632110,13.4358626,52.5307528,DE,Prenzlauer Berg,,,,,
Berlin,23,10783,Bülowstraße,doctors,dermatology;proctology,Die Hautambulanz,Mo-Fr 09:00-15:00,https://www.die-hautambulanz.de/,7942835896,13.3609033,52.4977539,,,,,email@die-hautambulanz.de,,
Berlin,,12307,Hilbertstraße,doctors,gynaecology,Corinna Förster,"Mo,Tu,Fr 8:00-13:00; We,Th 13:00-18:00; PH closed",,7976240929,13.3955459,52.3858705,,Lichtenrade,,,,,
Berlin,,12307,Hilbertstraße,doctors,ophthalmology,Dr. med. Sebastian Wansel,"Mo,Th 08:30-14:00; Tu,We 12:30-18:00; Fr 08:30-13:00; PH off",,7976240936,13.3955212,52.3859386,,Lichtenrade,,,,,
Berlin,61,13595,Pichelsdorfer Straße,doctors,otolaryngology,Dr. Hermann Kesten,,,7985409097,13.1975627,52.5191186,,Wilhelmstadt,,,,,
Berlin,61,13595,Pichelsdorfer Straße,doctors,ophthalmology,Dr. Michael Krause,,,7985409098,13.197556,52.5190945,,Wilhelmstadt,,,,,
Berlin,61,13595,Pichelsdorfer Straße,doctors,general,Dr. J. Gintrowicz,,,7985409099,13.1974715,52.5192008,,Wilhelmstadt,,,,,
Berlin,95,13409,Residenzstraße,doctors,ophthalmology,Dr. med. Cara-Romana Wunderlich & Dr. med. Nadja Gorstein,"Mo-Tu,Th-Fr 09:00-12:00; Mo,Tu,Th 16:00-18:00",,7991085484,13.3686657,52.5609741,DE,Reinickendorf,yes,"Augenarzt, keine Terminvereinbarung nötig",,,
Berlin,18,13347,Schulstraße,doctors,general,Dr. med. Annedore Mette,"Mo 09:00-12:00, 15:00-18:00; Tu,Th,Fr 09:00-13:00; We 14:00-19:00",https://www.hausarztpraxis-mette.de/,7991213775,13.3630598,52.5485589,DE,Wedding,no,"Hausarztpraxis, Fachärztin für Allgemeinmedizin",,,
Berlin,118,10437,Schönhauser Allee,doctors,anaesthetics,Ambulantes OP-Zentrum,Mo-Th 08:00-17:00; Fr 08:00-15:00,https://aerzte-schoenhauser-berlin.de/portfolio-item/ambulantes-operations-zentrum-dipl-med-christian-stein-dr-med-oliver-izi/,7992527802,13.4124394,52.5492072,DE,Prenzlauer Berg,yes,,,,
Berlin,29,10713,Blissestraße,doctors,gynaecology,"Gemeinschaftspraxis Wolfgang Hardt, Martina Rehmann","Mo-Fr 08:00-12:00, Mo,Tu,Th 16:00-18:00",,7993441902,13.3206747,52.4824498,DE,Wilmersdorf,,,,,
Berlin,21/22,10709,Johann-Georg-Straße,doctors,general,Dr. med. Jens Ferchland,"Mo,Tu,Th 08:00-12:00, 15:00-18:00, Fr 08:00-13:00, We ""nach Vereinbarung""",,7994883599,13.2980743,52.4961892,DE,Halensee,,,,,
Berlin,,10711,Kurfürstendamm,clinic,,Ärztehaus,"""verschieden Ärzte""",,7994883600,13.2958406,52.497613,,Halensee,,,,,
Berlin,45,10711,Joachim-Friedrich-Straße,doctors,pulmonology,Dr. med. Matthias Urban,,,7994883601,13.295826,52.497507,DE,Halensee,,,,,
Berlin,45,10711,Joachim-Friedrich-Straße,doctors,gynaecology,Friedrich Schmidt-Bleek;Prof. Dr. E. Kastendieck,,https://www.schmidt-bleek.de/,7994883602,13.2958316,52.4974816,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,urology,Thomas Bartelheimer;Dr. Peter Kühne;Catarina Weiß,"Mo,Th 14:30-20:00; Tu 07:30-13:30; Fr 07:30-12:30; Sa 09:00-11:00",,7994883605,13.295763,52.4976,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,internal;sports_medicine,Dr. med. Edgar Lotz,"Mo 08:00-14:00; Tu,Th 09:00-19:00; We 09:00-12:00; Fr 09:00-13:00",,7994883607,13.2956405,52.497585,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,ophthalmology,J. Kobligk,"Mo 09:00-13:00,15:00-19:00; Tu 09:00-13:00,15:00-18:00; We 09:00-13:00; Th 09:00-12:00; Fr 09:00-13:00",,7994883608,13.2956742,52.497561,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,otolaryngology,Dr. R. Kuhnke,"""Termin nach Vereinbarung""",,7994883609,13.2956046,52.4975569,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,dermatovenereology,Dr. med. Tilmann Brauns,"Mo,Tu,Th 09:00-13:00,14:00-18:00; We,Fr 09:00-13:00",,7994883612,13.2956675,52.4975343,DE,Halensee,,,,,
Berlin,139,10711,Kurfürstendamm,doctors,orthopaedics,Dr. med. Uta Stiegler,"""Termine nach Vereinbarung""",,7994883613,13.2955866,52.4975884,DE,Halensee,,,,,
Berlin,37,10715,Berliner Straße,clinic,,Ärztehaus,,,8000598805,13.3215078,52.4867077,DE,Wilmersdorf,,,,,
Berlin,48,10713,Blissestraße,doctors,general,Christiane Wojke,"Mo 09:00-12:00, Tu,Fr 09:00-13:00, Mo,We 15:30-19:00, Th 09:00-12:00",http://www.arztpraxis-blissestr.de/Willkommen.html,8000778272,13.3200643,52.4807131,DE,Wilmersdorf,,,,,
Berlin,37,10551,Oldenburger Straße,doctors,general,Hausarztpraxis Moabit,"Mo 09:00-12:00,16:00-19:00 open ""Sprechstunde; Annahmezeit ab/bis 30 Minuten vor Anfang/Ende"" || Tu-Fr 09:00-12:00 || Th 15:30-16:00 open ""Akutsprechstunde"" || Th 16:00-19:00 open ""Terminsprechstunde""",https://www.hausarztpraxis-moabit.de/,8004073185,13.3359035,52.5301388,DE,Moabit,,,,,
Berlin,,10967,Dieffenbachstraße,doctors,internal;haemostasiology;nature_path;psychotherapy;acupuncture,Dres Essers,"Mo-Fr 09:00-13:00, Mo,Tu,Th 16:00-18:00",http://praxis-am-urban.de/,8012686297,13.4132846,52.4935712,,Kreuzberg,,,,,
Berlin,,12307,Prinzessinnenstraße,doctors,child_psychiatry,Nicole Strubel,"open ""nach Vereinbarung""",,8013031515,13.3947194,52.3865423,,Lichtenrade,,"Kinder- und Jugendlichenpsychotherapeutin, Verhaltenstherapie",,,
Berlin,,12307,Prinzessinnenstraße,doctors,psychiatry,"Steffi Brecke, J. Ivana Zimmermann","open ""nach Vereinbarung""",,8013031516,13.3946176,52.3865432,,Lichtenrade,,Psychologische Psychotherapeutin - Verhaltenstherapie für Erwachsene,,,
Berlin,,12307,Prinzessinnenstraße,doctors,psychiatry,Andrea Blum-Weigeldt,"open ""nach Vereinbarung""",,8013031517,13.3946235,52.3865137,,Lichtenrade,,"Psychologische Psychotherapeutin - Verhaltenstherapeutin, alle Kassen und privat",,,
Berlin,,12307,Prinzessinnenstraße,doctors,child_psychiatry,Dieter Mönkediek,"open ""nach Vereinbarung""",,8013031518,13.3946337,52.3864809,,Lichtenrade,,"Kinder- und Jugendlichenpsychotherapeut, Psychotherapeut für Tiefenpsychologie und Analyse, alle Kassen und privat",,,
Berlin,,12307,Prinzessinnenstraße,doctors,child_psychiatry,E. Wettengel,"open ""nach Vereinbarung""",,8013031519,13.3947197,52.3865148,,Lichtenrade,,"Kinder- und Jugendlichenpsychotherapeutin, tiefenpsychologisch fundierte Psychotherapie, Kunst- und Gestaltungstherapie, alle Kassen und privat",,,
Berlin,,12307,Prinzessinnenstraße,doctors,child_psychiatry,Astrid Crößmann,"open ""nach Vereinbarung""",,8013031520,13.3947199,52.386483,,Lichtenrade,,"Analytische Kinder- und Jugendlichenpsychotherapeutin, alle Kassen und privat",,,
Berlin,48,10823,Belziger Straße,doctors,general,Heike Schwehn-Herrmann,"Mo-We,Fr 09:00-12:00, Mo,Th 14:00-18:00",https://praxis-schwehn.net/,8042827122,13.3497352,52.486052,DE,Schöneberg,,,,,
Berlin,68,10823,Eisenacher Straße,doctors,general,Cornelia Janitzki,"Mo,Tu,Th,Fr 09:00-12:00, Mo,Th 15:00-18:00",https://arztpraxis-schoeneberg.de/,8042827125,13.3517929,52.4858679,DE,Schöneberg,,,,,
Berlin,21,14195,Breitenbachplatz,doctors,orthopaedics,Orthopädiegemeinschaft,Mo-Fr 08:00-18:00,http://www.orthopaediegemeinschaft.de,8047638443,13.3074098,52.4660078,,,,,,,
Berlin,121,10827,Hauptstraße,doctors,ophthalmology,Dr. med. Andreas Lipski,"Mo,Th 08:30-12:00,15:00-18:00; We,Fr 08:30-12:00",https://augen-haupt.de/,8066810064,13.350455,52.4827406,DE,Schöneberg,yes,,,,
Berlin,118,10827,Hauptstraße,doctors,general,Praxis für Allgemeinmedizin,"Mo 09:00-13:00; Tu,Th 08:00-12:00,16:00-18:00; We,Fr 08:00-12:00",,8066810067,13.3498708,52.4824823,DE,Schöneberg,,,,,
Berlin,117,10827,Hauptstraße,doctors,gynaecology,Dipl. med. Tatjana Spiwak,,,8066810068,13.3499065,52.4823166,DE,Schöneberg,,,,,
Berlin,2,10715,Koblenzer Straße,doctors,paediatrics,Gemeinschaftspraxis für Kinder- und Jugendmedizin,"Mo,Tu,Th 09:00-12:00,15:00-17:00; We,Fr 09:00-14:00",,8068408240,13.3213903,52.4812032,DE,Wilmersdorf,,,,,
Berlin,43,14197,Laubacher Straße,doctors,general,Hausarztpraxis Wunderlich,"Mo,Tu,Th 08:00-11:00,16:30-19:00; We 08:00-12:00",https://www.hausarzt-wunderlich.de/,8071126862,13.3198394,52.4723362,DE,Wilmersdorf,,,,,
Berlin,16,14197,Landauer Straße,doctors,ophthalmology,Lasermed Augenarzt,Mo 10:15-16:00; Tu-Th 08:15-13:30,https://augenarzt.lasermed.de/berlin/wilmersdorf-landauer-strasse/,8071126867,13.3195112,52.4724452,DE,Wilmersdorf,,,,,
Berlin,11,14197,Landauer Straße,doctors,internal;cardiology,Dr. med. Ulrike Gundlach,"Mo,Tu,Th 08:00-12:00,14:00-17:00; We,Fr 08:00-12:00",https://www.praxisgundlach.de/,8071126871,13.3180052,52.4725404,DE,Wilmersdorf,,,info@salloch-goebel.de,,
Berlin,9,14197,Landauer Straße,doctors,psychiatry;neurology,Dirk Rehbein,"""Termine nach Vereinbarung""",https://www.privatpraxis-rehbein.de/,8071205617,13.3174076,52.472622,DE,Wilmersdorf,,,kontakt@privatpraxis-rehbein.de,,
Berlin,9,14197,Landauer Straße,doctors,psychiatry;neurology,Dr. Manuela Schade,,,8071205618,13.3174704,52.4726153,DE,Wilmersdorf,,,,,
Berlin,6,14197,Rüdesheimer Straße,doctors,ophthalmology,Dr. med. Christian Ritter,"Mo,Th 08:00-12:30,15:00-18:00; Tu 08:00-13:30; Fr 08:00-12:30, We ""nach Vereinbarung""",https://www.mein-augenarzt.berlin/,8071205628,13.3140772,52.4734375,DE,Wilmersdorf,no,,,,
Berlin,5,14197,Rüdesheimer Platz,doctors,gynaecology,Angela Reles,"Mo-Th 08:00-12:00, Mo,Tu,Th 14:00-18:00, Fr 08:00-13:00",http://www.dr-reles.de/,8071205633,13.3153072,52.4736136,DE,Wilmersdorf,,,,,
Berlin,56,14199,Kissinger Straße,doctors,physiatry,Praxis Cortés,,https://www.praxiscortes.de/,8071205640,13.2934403,52.4792551,DE,Schmargendorf,,,,,
Berlin,68,12161,Bundesallee,doctors,ophthalmology,Augenarztpraxis Bundesplatz,"Mo 14:00-18:00; Tu 11:00-13:00; We 07:00-13:00,14:00-16:00; Th 07:00-13:00; Fr 07:00-12:00; PH off",https://www.augenpraxis-bundesplatz.de/,8071205649,13.3281219,52.4755429,DE,Friedenau,,,,,
Berlin,36a,12167,Albrechtstraße,doctors,general,Medizinisches Versorgungszentrum Hausärzte am Stadtpark,"Mo,We 08:30-18:00; Tu,Th 08:30-19:00; Fr 08:30-16:00; Sa 10:00-12:00",https://www.hausarztpraxis-steglitz.com/,8091797798,13.3333151,52.4518584,DE,Steglitz,yes,,,,
Berlin,36a,12167,Albrechtstraße,doctors,otolaryngology,Taner Köprülü,"Mo-Fr 09:00-12:00, Mo,Tu,Th 16:00-18:30",https://www.berlin-hno.com/,8091797799,13.3334023,52.4518283,DE,Steglitz,,,,,
Berlin,36a,12167,Albrechtstraße,doctors,orthopaedics;trauma,Dr. med. Thomas Wojtecki,"Mo,Tu,Th 09:00-12:00,15:00-17:00; Fr 09:00-12:00 open ""Orthopädische Sprechzeiten""; Mo-Fr 08:00-18:00 open ""GUV/BG Unfallambulanz""; PH off",,8091797801,13.3332591,52.4517952,DE,Steglitz,,,,,
Berlin,36a,12167,Albrechtstraße,doctors,gynaecology,Dr. medic Maria Abdul-Karim,"Mo,We,Th 08:00-15:00; Tu 11:00-17:00; Fr 07:00-14:00",,8091797802,13.3333924,52.4518042,DE,Steglitz,,,,,
Berlin,41,12167,Albrechtstraße,doctors,general,Dres. med. Jana + Essam Shaltout,"Mo, Tu, Th, Fr 08:00-12:00; Mo, Th 15:00-18:00",,8091797808,13.3356509,52.4510214,DE,,no,FÄ. f. Allgemeinmedizin,,,
Berlin,7,12161,Friedrich-Wilhelm-Platz,doctors,psychotherapy,Gert Austermann,"""Tel. Voranmeldung erbeten""",,8094802650,13.3274576,52.4717007,DE,Friedenau,,,,,
Berlin,7,12161,Friedrich-Wilhelm-Platz,doctors,psychotherapy,Hellen Schaller,"""by appointment""",,8094802652,13.3274425,52.4717244,DE,Friedenau,,,,,
Berlin,7,12161,Friedrich-Wilhelm-Platz,doctors,psychotherapy,Magdalena Grossniklaus,"""Termine nach Vereinbarung""",,8094802654,13.3274023,52.471703,DE,Friedenau,,,,,
,1,10963,Askanischer Platz,doctors,general,Praxis für Allgemeinmedizin,"Mo 08:00-16:00, Tu 08:00-13:00,14:00-20:00, We,Fr 08:00-12:00, We 14:00-19:00, Th 08:00-14:00",,8105267094,13.3811964,52.504904,,,yes,,,,
Berlin,177,14195,Clayallee,doctors,general;internal,my doc MVZ Berlin,"Mo,We,Fr 08:00-13:00,17:00-19:00; Tu 14:00-19:00; Th 08:00-12:00; Sa,Su,PH off",https://praxis-zehlendorf.de/,8110379698,13.2699847,52.451303,,,yes,,praxis-zehlendorf@t-online.de,no,
Berlin,8,12169,Steglitzer Damm,doctors,internal,Mun-Sun Jun,"Mo,Tu 08:00-12:00,15:00-18:00; We,Fr 08:00-12:00; Th 08:00-12:00,15:00-19:30",https://www.internistin-jun.de,8118669263,13.3368853,52.4508093,,,no,,,,
Berlin,11a,12165,Grunewaldstraße,doctors,general,Manuela Stubbe,"Mo,Th 09:00-12:00,16:00-18:00; Tu,Fr 09:00-12:00; We,Sa,Su,PH off",https://www.praxismanuelastubbe.de/,8119481791,13.3155001,52.4590577,DE,Steglitz,,,,,
Berlin,34,12163,Schloßstraße,doctors,cardiology,Herzinstitut,"Mo-Th 09:00-18:00; Fr 09:00-14:00; PH,Sa,Su off",https://www.herzinstitut-herzpraxis.de/de/herzinstitut-berlin-steglitz,8120989376,13.3213283,52.4579496,,,,,,,
Berlin,4,12163,Muthesiusstraße,doctors,gynaecology,Peter Jeckstat,"Mo-Fr 10:00-12:00, Mo,Tu,Th 15:00-19:00; PH,Sa,Su off",https://www.team-muthesius.de/gyn%C3%A4kologische-praxis/,8121763031,13.3214167,52.4588883,DE,Steglitz,,,,,
Berlin,4,12163,Muthesiusstraße,doctors,psychiatry;psychotherapy,Heidemarie Brill,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-18:00; PH,Sa,Su off",https://www.team-muthesius.de/psychiatrische-praxis/,8121763032,13.3214518,52.4588691,DE,Steglitz,,,,,
Berlin,24,12459,Firlstraße,doctors,general,Dr. med. Andreas Kopf,"Mo 08:00-12:00,15:00-19:00; Tu 14:00-19:00; We 08:00-14:00; Th 14:00-19:00",,8132568942,13.5227383,52.4624941,DE,Oberschöneweide,no,Facharzt für Allgemeinmedizin,,,
Berlin,60,12161,Südwestkorso,doctors,otolaryngology,HNO-Germeinschaftspraxis,"Mo-Fr 09:00-12:00, Tu,Th 15:00-18:00, Mo 15:00-19:00, We 12:00-15:00",http://www.hno-friedenau.de/,8143925997,13.3203837,52.471829,DE,Friedenau,,,,,
Berlin,18,14197,Südwestkorso,doctors,gynaecology,Gemeinschaftspraxis Frauenärztinnen am Südwestkorso,Mo 09:00-15:00; We 09:00-13:00; Fr 09:00-12:00; Tu 09:00-15:00,https://www.praxis-suedwestkorso.de/,8143925999,13.3196333,52.4720796,DE,Wilmersdorf,,,,,
Berlin,19,14197,Südwestkorso,doctors,internal,Dr. med. Christian Vermehren,"Mo-Th 09:00-12:00,15:00-18:00; Fr 09:00-12:00",,8143926004,13.31948,52.4719978,DE,Wilmersdorf,,,,,
Berlin,17,12459,Plönzeile,doctors,general,Franziska Alkurde,Mo 08:30-13:30; Tu 14:00-18:00; We 08:30-11:30; Th 08:30-13:00; Fr 08:30-13:30,,8146859267,13.5246799,52.4612462,,,no,"Allgemeinmedizin, Hausärztin",,,
Berlin,37,12169,Lauenburger Straße,doctors,general,Sigrid Hauser,"Mo 09:00-12:30,16:00-18:00; Tu 08:30-12:30; We 09:00-13:00; Th 08:30-12:30,16:00-18:00; Fr 09:00-13:00",http://www.dr-hauser.de/arzt-fuer-allgemeinmedizin-in-steglitz,8156098141,13.337881,52.4597218,DE,Steglitz,yes,,,,
Berlin,8,12459,Großstraße,doctors,general;diabetology,Praxisteam Oberschöneweide,"Mo-Th 08:00-13:00,14:00-19:00; Fr 08:00-13:00; Sa-Su off",https://www.praxis-gronau-schwarz.de/,8165809559,13.5205334,52.4632057,DE,Oberschöneweide,no,,,,
Berlin,46,12459,Wilhelminenhofstraße,doctors,paediatrics,Kinder- und Jugendarzt,Mo 09:00-12:30; Tu 14:00-17:30; We 09:00-12:30; Th 09:00-12:30; Fr 09:00-12:00,https://www.kinderaerzte-im-netz.de/aerzte/berlin/gruehn-reichelt/startseite.html,8167432945,13.5234267,52.4599819,,,no,,,,
Berlin,93,12163,Schloßstraße,doctors,paediatrics,Bianca Baykan und Abdallah Karajoli,"Mo-Th 09:00-16:00; Fr 09:00-14:00 || ""und nach Vereinbarung""",https://www.kinderärzte-steglitz.de/,8177206747,13.3222936,52.4582191,DE,Steglitz,no,,,,
Berlin,112,12163,Schloßstraße,doctors,anaesthetics,Dr. med. Jens Hennicke,"""Sprechzeiten nach Vereinbarung""",,8177206749,13.3256713,52.4616493,DE,Steglitz,no,,,,
Berlin,119,12163,Schloßstraße,doctors,dermatology,Dr. med. Beate Jacob,"Mo 08:00-13:00; Tu,We 07:00-13:00; Th,Fr 14:00-19:00; Sa 11:00-15:00; PH,Su off",https://hautarztpraxis-jacob.de/,8177206751,13.3266716,52.4626767,DE,Steglitz,,,,,
Berlin,88,12163,Schloßstraße,doctors,infectious_diseases;general,Infektiologisches Zentrum Steglitz,"Mo,We 08:00-13:00,14:00-19:00; Tu,Th 08:00-13:00,14:00-20:00; Fr 08:00-13:00",https://www.infektiologie-steglitz.de,8177206752,13.3218087,52.4575558,DE,Steglitz,yes,,info@infektiologie-steglitz.de,,
Berlin,1,12459,Mathildenstraße,doctors,internal;general,Hausarztpraxis Schöneweide,"Mo,Tu,Th 08:00-09:00,Mo,Tu,Th 09:00-13:00 open ""nur mit Termin"", Mo 15:00-16:00,Mo 16:00-18:00 open ""nur mit Termin""; We 14:00-15:00,We 15:00-18:00 open ""nur mit Termin""; Fr 09:00-10:00,Fr 10:00-12:00 open ""nur mit Termin""; PH off",https://www.praxis-schoeneweide.de/,8191334961,13.5257389,52.4591536,,,no,,,,
Berlin,6,12161,Friedrich-Wilhelm-Platz,doctors,neurology;psychiatry,Dr. med. Gabriele Proest,"""Termine nach telefonischer Vereinbarung""",,8199219261,13.3275085,52.4720774,DE,Friedenau,,,,,
Berlin,6,12161,Friedrich-Wilhelm-Platz,doctors,dermatology;allergology,Dr. med. A. Makki,"Mo,Th 13:00-19:00; Tu,Fr 09:00-14:00",https://hautarzt-berlin.net/,8199219262,13.3275647,52.4720589,DE,Friedenau,,,,,
Berlin,6,12161,Friedrich-Wilhelm-Platz,doctors,gynaecology;psychiatry,Dr. med. Cornelius J. Rottacker,"Mo 14:00-19:00; Tu,Th 08:00-13:00; We 12:00-16:00; Fr 09:00-14:00",http://www.frauenarzt-friedenau.de,8199219264,13.3275625,52.4720083,DE,Friedenau,no,,,,
Berlin,6,12161,Friedrich-Wilhelm-Platz,doctors,internal;cardiology,Kardiologie am Friedrich-Wilhelm-Platz,"Mo,Tu,Th 09:00-13:00,15:00-18:00; We,Fr 09:00-13:00",https://www.kardiologie-am-friedrich-wilhelm-platz.de/,8199219265,13.3275074,52.4719727,DE,Friedenau,,,,,
Berlin,14,12161,Schwalbacher Straße,doctors,psychiatry,Elke Wäscher,"""Nach Vereinbarung""",https://www.praxis-waescher.info/,8199219271,13.3241268,52.4699843,DE,Friedenau,,,,,
Berlin,43,14197,Rüdesheimer Straße,doctors,internal,David Kopitzke;Stefanie Kühn,,,8199219275,13.3119952,52.4690811,DE,Wilmersdorf,no,,,,
Berlin,43,14197,Rüdesheimer Straße,doctors,gynaecology,Dr. med. Eva Hacker;Doris Krause,"Mo,Tu,Th 08:00-18:00; We,Fr 08:00-13:00",http://www.falley-hacker.de/,8199219276,13.3120499,52.469045,DE,Wilmersdorf,no,,,,
Berlin,43,14197,Rüdesheimer Straße,doctors,orthopaedics,Orthopädiegemeinschaft,,http://www.orthopaediegemeinschaft.de,8199219278,13.3120879,52.4690793,DE,Wilmersdorf,no,,,,
