addr:city,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,healthcare:speciality,name,opening_hours,operator,website,osm_id,osm_type,longitude,latitude,addr:country,addr:suburb,check_date:opening_hours,contact:phone,contact:website,level,wheelchair,description,short_name,email,fax,health_facility:type,health_specialty:family_medicine,health_specialty:internal_medicine,medical_system:western,phone,toilets:wheelchair,check_date,contact:email,contact:fax,opening_hours:url,image,outdoor_seating,dispensing,office,comment,wheelchair:description,health_specialty:obstetrics,health_specialty:reproductive_medicine,source,healthcare:alternative,operator:type,internet_access,toilets,not:brand:wikidata,health_specialty:ophthalmology,min_age,operator:start_date,health_specialty:gynaecology,emergency,health_specialty:orthopaedics,opening_hours:signed,name:en,health_specialty:dermatology,health_specialty:surgery,alt_name,note,health_specialty:venereology,addr:housename,description:de,health_specialty:paediatrics,home_visit,fixme,addr:inclusion,blind:description:de,deaf:description:de,health_specialty:psychosomatic_medicine,health_specialty:psychotherapy,health_specialty:traditional_chinese_medicine,addr:place,payment:cash,payment:credit_cards,payment:debit_cards,contact:facebook,name:ru,opening_hours:reception,opening_hours:dr_weinhold,operator:wikidata,health_specialty:emergency_medicine,health_specialty:sports_medicine,payment:mastercard,payment:visa,layer,opening_hours:note,note:de,phone_1,health_specialty:diagnostic_radiology,health_specialty:dentistry,health_specialty:maxillofacial_surgery,access,name:de,contact:mobile,doctor,instagram,opening_hours:note:de,health_specialty:allergology,health_specialty:pulmonology,disease:hiv,disease:stds,start_date,blind:description,operator:wikipedia,health_specialty:gastroenterology,internet_access:fee,internet_access:ssid,addr:floor,elevator,language:en,language:es,language:fr,language:tr,wheelchair:description:de,air_conditioning,health_service:prevention,health_service:test,lgbtq:trans,health_specialty:cardiology,healthcare:speciality:de,health_specialty:paediatric_gastroenterology,beauty,opening_hours:covid19,name:ja,branch,name:signed,old_name,mobile,payment:american_express,payment:coins,payment:maestro,payment:notes,payment:telephone_cards,capacity,day_surgery,health_specialty:pain_medicine,health_specialty:andrology,health_specialty:urology,health_specialty:optometry,opening_hours:office,survey:date,counselling_type:nutrition,health_service:counselling,health_specialty:acupuncture,health_specialty:homoeopathy,health_specialty:mind_body_intervention,health_specialty:naturopathy,health_specialty:osteopathy,health_specialty:phythotherapy,insurance:health,health_specialty:adult_psychiatry,health_specialty:neurology,reservation,noname,payment:privat,contact:instagram,health_specialty:neonatology,health_specialty:ear_nose_throat,social_facility:for,wheelchair:description:en,url,language:de,language:ku,language:ru,language:ar,language:th,fixme:type,description:en,health_service:examination,smoking,building,building:levels,neighborhood,roof:shape,height,roof:levels,roof:colour,social_facility,wikidata,wikimedia_commons,deaf:description,official_name,brand,brand:wikidata,wikipedia,roof:height,heritage,heritage:operator,lda:criteria,ref:lda,heritage:website,building:colour,ele,health_specialty:anesthesiology,health_specialty:hand_surgery,health_specialty:trauma_surgery,not:operator:wikidata,work_accident,building:material,type,building:parts,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,contact:suburb
,5,,Bergmannstraße,doctors,doctor,urology,Dr. med. Sabri Karaca,,,,7488133539,node,13.3885776,52.4894787,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,73,12161,Südwestkorso,doctors,doctor,internal;diabetology,Dilek Raddatz,"Mo,We,Th 08:30-13:30; Tu 13:00-18:00",,https://praxis-raddatz.de,7544210924,node,13.3265737,52.4763154,,,2025-03-16,,,,,Fachärztin für Innere Medizin; Diabetologin,,,,,,,,+49 30 8522349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,18,12159,Hähnelstraße,doctors,doctor,orthopaedics;trauma,Oplus,"Mo-Fr 09:00-13:00,15:00-18:00; Sa 09:00-12:00",Matthias Schuffert-Raguse,https://www.oplus-berlin.de/,7546074493,node,13.3365151,52.4758478,DE,Friedenau,2022-07-21,,,,,Privatpraxis. Facharzt für Orthopädie und Unfallchirurgie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,18,10711,Georg-Wilhelm-Straße,doctors,doctor,general,Ute Buchheister,"Mo 08:30-13:00,16:00-18:30; Tu 08:30-13:30; We 08:30-13:30; Th 15:00-19:00; Fr 08:30-13:00",,http://praxis-buchheister.de/,7549698922,node,13.2901861,52.4990243,DE,Halensee,2024-07-25,+49 30 8925435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,21,10711,Georg-Wilhelm-Straße,doctors,doctor,orthopaedics;trauma,Bernd Hüske,"Mo,Tu 08:00-12:00,15:00-18:00; Th 08:00-12:00,14:00-16:00; Fr 08:00-12:00",,,7549698923,node,13.2901792,52.498424,DE,Halensee,2024-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,10,10715,Detmolder Straße,doctors,doctor,general,Detmolder Hausärztliche Gemeinschaftspraxis,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-12:00,13:00-18:00; We,Th 09:00-14:00; Fr 09:00-12:00; PH off",Christine Krämer;Dr. Kristina Pavaday;Sylvia Kollmann,https://www.praxis-detmolder10.de,7563821252,node,13.3247264,52.4789021,DE,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,14,10715,Detmolder Straße,doctors,doctor,internal,Martin Moldrzyk,"Mo 08:00-12:00,16:00-18:00; Tu 08:00-12:00,16:00-18:00; Th 08:00-12:00,16:00-18:00; Fr 08:00-12:00",,,7563880565,node,13.3226831,52.4789086,DE,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,12161,Görresstraße,doctors,doctor,general,Sarah Scheiner,"Mo,Tu,Th,Fr 08:30-12:30, Mo,Th 15:30-18:00",,https://praxis-scheiner.com/,7598109169,node,13.3275253,52.4733862,DE,Friedenau,2025-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,66,12161,Bundesallee,doctors,doctor,internal,Frithjof Schwarz,Mo 09:00-14:00; Tu 14:00-18:30; We 08:00-10:00; Th 14:00-19:00; Fr 09:00-12:30,,https://www.arztpraxis-schwarz.de/,7598149817,node,13.3272693,52.4762371,DE,Friedenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,33,13353,Müllerstraße,doctors,doctor,gynaecology,Praxis Fischdick,"Mo 08:00-12:00,14:00-18:00; Tu,Th,Fr 08:00-14:00",,,7598354439,node,13.3561243,52.5483595,DE,Wedding,,+49 30 4556090,http://www.praxis-fischdick.de/,,,,,,,,,,,,,2023-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,6,12159,Sieglindestraße,doctors,doctor,internal;rheumatology,Gertrud Theobald,"Mo-Fr 08:00-12:00, Mo,Th 16:00-18:00",,,7599664896,node,13.3292201,52.4763171,DE,Friedenau,2021-08-31,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,12161,Mainauer Straße,doctors,doctor,psychiatry;psychotherapy,Praxisgemeinschaft für ärztliche Psychotherapie,"""by appointment/Nach Vereinbarung""",Martina Meyer-Born;Anja Rieken;Birgit Schlechter,,7599664897,node,13.3276818,52.4758725,DE,Friedenau,,,,,,,,,,,,,,,,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,20,10319,Balatonstraße,doctors,doctor,child_psychiatry,Dr. med. Matthias Reinhold,"Mo-We 08:30-10:30; PH off, Mo-We 13:30-16:00",Dr. med. Matthias Reinhold,,7601925868,node,13.5098054,52.4978578,DE,Friedrichsfelde,2025-03-02,+49 30 54718070,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,39/40,12555,Mahlsdorfer Straße,doctors,doctor,paediatrics,Kinder- und Jugendarztpraxis,"Mo,Tu 09:00-14:00,15:00-17:00, We-Fr 09:00-12:00, Th 14:00-16:00; PH off",Dr. med. Sebastian Müller;Dr. med. Ina Salchow-Müller,,7612750907,node,13.5854026,52.4666678,,,2021-10-04,,,,yes,,,praxis@kinderaerzte-koepenick.de,+49 30-64326302,office,,,yes,+49 30 64095164,,,,,,,,,physician,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,additional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,47a,10713,Hohenzollerndamm,clinic,clinic,,Ärztehaus Hohenzollerndamm,,,,7613394448,node,13.3012964,52.488605,DE,Halensee,,,,,,,,,,,,,,,,2024-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,136,12161,Bundesallee,doctors,doctor,psychiatry;psychotherapy,Peter Kroll;Dr. med. Regine Röhl;Stefanie Eikemeier;Dr. med. mignon Meier-Henco,"Mo,Tu 15:00-18:00; Th,Fr 09:00-12:00; ""und nach Vereinbarung""",,,7620604031,node,13.3288062,52.4752449,DE,Friedenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,12159,Dickhardtstraße,doctors,doctor,psychotherapy,Johann Huber,,,https://paar-im-zentrum.de/,7620604044,node,13.3351151,52.4704312,DE,Friedenau,,,,,,,,,,,,,,+49 30 85074810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,75,12159,Hauptstraße,doctors,doctor,internal;general;acupuncture;naturopathy,Sabine Bothe,"Mo,Th 09:00-12:00,16:00-18:00; Tu 09:00-15:00; Fr 09:00-13:00",,http://www.hausarztpraxis-friedenau.de,7620604058,node,13.3382267,52.4742994,DE,Friedenau,,,,1,,,,,,,,,,+49 30 8515781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,74,12159,Hauptstraße,doctors,doctor,general,,,,https://www.b-arzt.de/,7620604061,node,13.3386127,52.4745548,DE,Friedenau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,14,12159,Hähnelstraße,doctors,doctor,neurology;psychiatry;psychotherapy,Renate Wolf,"""Telefonische Anmeldung erbeten""",,,7620604068,node,13.3388156,52.4757707,DE,Friedenau,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,,Pichelsdorfer Straße,doctors,doctor,gynaecology,Dr. med. Carola Heimann,"Mo, Tu, Th, Fr 08:30-12:30; Tu, Th 15:00-18:00",,,7623044673,node,13.1975068,52.5190608,,,,,,,,Frauenärztin Medikamentöse Tumortherapie Palliativmedizin,,,,,,,,+49 30 36 33 333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,114,13349,Müllerstraße,doctors,doctor,psychiatry;general,K. Skerat,"Mo 10:00-13:30; Tu,Th 10:00-13:00; PH closed; We 10:00-14:00; Fr 10:00-12:00; Mo-Tu,Th 15:30-18:30",,,7633023882,node,13.3425459,52.5554522,DE,Wedding,,+49 30 4515800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,115b,10711,Kurfürstendamm,doctors,doctor,ophthalmology,Sanoculus Augenärzte,"Mo,Tu,Th,Fr 08:30-12:00, Mo,Th 15:30-18:00",,https://sanoculus.de/augenarzt-kudamm,7633128467,node,13.2905964,52.4976439,DE,Halensee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,8 II,12159,Bennigsenstraße,doctors,doctor,psychotherapy;psychiatry,Dr. med. Christiane Einnolf,"""Sprechstunden nach Vereinbarung""",,,7640621669,node,13.3387579,52.4762802,DE,Friedenau,,,,,,"Fachärztin für Psychosomatische Medizin und Psychotherapie, Psychoanalyse",,,,,,,,,,2023-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,93,12159,Hauptstraße,clinic,clinic,plastic_surgery,Ästhetikwelt-Berlin,Mo-Fr 10:00-18:00; Sa 10:00-14:00,,https://www.die-schoenheitsspezialisten.com/,7640755741,node,13.3422716,52.4767301,DE,Schöneberg,2024-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cosmetics;spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,37,12159,Lauterstraße,doctors,doctor,psychotherapy,Praxis für Psychotherapie,"""Termine nach telefonischer Vereinbarung""",Dr. med. Daniela Mackert,,7653520296,node,13.335549,52.4754598,DE,Friedenau,,,,,,,,,,,,,,,,2023-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,64,10967,Kottbusser Damm,doctors,doctor,paediatrics,"Praxis für Kinder-, Jugend- und Familienmedizin am Hermannplatz","Mo-Tu 10:00-12:00, 15:00-18:00; Th 10:00-12:00, 15:00-18:00; Fr 10:00-12:00, 14:00-17:00 open ""mit Termin"" || We 09:00-13:00 open ""nur Notfälle""",,,7656560652,node,13.425211,52.4884879,DE,Neukölln,,+49 30 616752820,https://kinderarzt-hermannplatz.de/,,,,,,,,,,,,,2023-07-23,kontakt@kinderarzt-hermannplatz.de,+49 30 616752822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,64,10967,Kottbusser Damm,doctors,doctor,paediatrics,Medizinisches Versorgungs Zentrum für Familien Senger,"Mo-Tu 09:00-12:00, 15:00-18:00; Th-Fr 09:00-12:00, 15:00-18:00 open ""mit Termin"" || We 09:00-13:00 open ""nur Notfälle""",,,7656560653,node,13.4251777,52.4885399,DE,Neukölln,,+49 30 616752840,http://mvz-fuer-familien.net/,,,,,,,,,,,,,2023-07-23,info@mvz-fuer-familien.net,+49 30 616752842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,10967,Kottbusser Damm,doctors,doctor,paediatrics,Praxis Hermannplatz,"Mo-Tu 09:00-13:00; Th 09:00-13:00; Fr 09:00-17:00 open ""mit Termin"" || We 09:00-13:00 open ""nur Notfälle""",,,7656560654,node,13.4251444,52.4885919,,,,+49 30 616752860,https://www.praxishermannplatz.de/,,,,,,,,,,,,,2025-06-16,,+49 30 616752862.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,restricted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,14,12159,Hähnelstraße,doctors,doctor,psychotherapy,Ursula Ammon-Hubach,"""Telefonische Anmeldung erbeten""",,,7659236918,node,13.3386646,52.4757709,DE,Friedenau,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,87,12159,Hauptstraße,doctors,doctor,otolaryngology,HNO-Praxis,"Mo,Tu,Th,Fr 09:00-13:00, Mo,Tu,Th 15:00-18:00",Mario Loß,http://www.hno-loss.de/,7659236919,node,13.3394793,52.4746724,DE,Schöneberg,2025-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,22,12159,Niedstraße,doctors,doctor,somnology,Psychosomatisches Zentrum der Schlafpraxis Berlin,"""Termine nach Vereinbarung""",Dr. med. Samia Little Elk,http://www.schlafpraxis-berlin.de,7660694120,node,13.3292611,52.4726594,DE,Friedenau,,,,,,,,,,,,,,,,2024-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,4,10715,Bundesplatz,clinic,clinic,psychiatry;psychotherapy,MVZ psychische Gesundheit,"""nach Vereinbarung""",Dr. Panitz & Kolleginnen und Kollegen,https://www.mvz-psychische-gesundheit.de/,7680987922,node,13.3276218,52.4793847,DE,Wilmersdorf,,,,,,,,,,,,,,+49 30 8540 14 81,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,56,10715,Bundesallee,doctors,doctor,dental_oral_maxillo_facial_surgery,,,,https://www.strunz.berlin/,7680987932,node,13.3286969,52.4812796,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,15,10715,Mainzer Straße,doctors,doctor,radiology,Radiologie Wilmersdorf,"""Untersuchungstermine nach Vereinbarung""",,https://www.radiologie-wilmersdorf.de,7680987945,node,13.3274551,52.4796939,DE,Wilmersdorf,,,,,,,,,,,,,,,,2024-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,16,10707,Brandenburgische Straße,doctors,doctor,orthopaedics,Hartmann,,,,7682716985,node,13.3099147,52.4941126,DE,Wilmersdorf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,7,12161,Friedrich-Wilhelm-Platz,doctors,doctor,orthopaedics,orthoteam.berlin - Orthopädische Praxis,"Fr 09:00-12:00; Mo-Th 09:00-12:00, 15:00-18:00",Michael Meyer & Dr. med. Lorenz Scharf,https://orthoteam.berlin/,7683100380,node,13.3275603,52.4717951,DE,Friedenau,,,,,,,,praxis@orthoteam.berlin,,,,,,0308514086,,,,,,,,,,,,,,,,,,,,,,,,,,,orthoteam.berlin - orthopedic medical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
